season,School,team_id,Games,SRS,SOS,win_pct,pts_avg,opp_pts_avg,fg_pct,allow_fg_pct,ft_pct,allow_ft_att_avg,poss_avg,off_rebs_avg,allow_off_rebs_avg,def_rebs_avg,allow_def_rebs_avg,to_avg,steal_avg,off_rating,ft_att_avg
2000,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,28,-2.1,-1.41,0.5,74,73,0.447,NULL,0.753,NULL,78.664285714285,10,NULL,23,NULL,14,5,94.070643784619,19
2000,"Illinois ",150148c2-ca8f-414f-8f41-d94a55d4a122,35,23.32,11.38,0.771,77,65,0.454,NULL,0.705,NULL,83.485714285714,13,NULL,26,NULL,14,7,92.231348391513,25
2000,Illinois State,509aacc4-c121-46a2-800a-d5431ef181d2,30,5.96,0.56,0.7,75,69,0.463,NULL,0.728,NULL,79.406666666666,10,NULL,23,NULL,13,8,94.4505079338435,26
2000,Illinois-Chicago,dfe0d93f-94a5-47fb-b7aa-f74786e09acb,28,-0.05,3.55,0.393,67,71,0.398,NULL,0.653,NULL,81.792857142857,14,NULL,22,NULL,12,5,81.9142432975287,24
2000,"Indiana ",c3f0a8ce-af67-497f-a750-3b859376b20a,34,17.58,11.05,0.618,70,64,0.453,NULL,0.636,NULL,79.811764705882,11,NULL,26,NULL,14,6,87.7063679245287,23
2000,"Indiana State ",2a997096-a381-469d-a7e9-9e031c8b071c,34,6.95,2.5,0.647,72,67,0.46,NULL,0.705,NULL,75.964705882352,9,NULL,21,NULL,11,6,94.7808579835849,22
2000,"Iona ",255c2a87-40c0-4989-bbb9-d286aac5d28e,33,0.25,-4.09,0.667,77,71,0.481,NULL,0.689,NULL,84.296969696969,11,NULL,26,NULL,16,7,91.3437342727738,24
2000,"Iowa ",c10544de-e3bd-4776-ba2e-83df8c017fd1,35,14.24,10.7,0.657,74,70,0.43,NULL,0.705,NULL,81.205714285714,13,NULL,24,NULL,14,5,91.1265920765607,30
2000,"Iowa State ",0e4258fa-3154-4c16-b693-adecab184c6c,31,15.9,4.87,0.806,79,68,0.474,NULL,0.728,NULL,82.077419354838,12,NULL,27,NULL,15,6,96.250589529949,27
2000,IUPUI,90ec10eb-38a4-4a69-b072-ef71d294933b,29,-5.26,-3.37,0.379,70,69,0.433,NULL,0.7,NULL,80.63448275862,13,NULL,21,NULL,14,7,86.8114950393439,25
2000,Jackson State,c444e03b-d16b-48b2-9b18-823c2647d41d,30,-18.35,-10.35,0.233,67,74,0.414,NULL,0.658,NULL,85.26,14,NULL,24,NULL,17,6,78.5831574008914,21
2000,Jacksonville,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,28,-5.83,-8.31,0.643,70,63,0.453,NULL,0.671,NULL,78.378571428571,12,NULL,23,NULL,14,8,89.3101248519097,20
2000,Jacksonville State,13358462-e05b-4449-8688-90c4622cdde8,28,-14.43,-5.72,0.321,64,73,0.413,NULL,0.654,NULL,82.064285714285,13,NULL,23,NULL,18,6,77.9876403516414,20
2000,James Madison,524e3eec-7dde-45c7-b3cc-6308cec73350,29,-5.06,-1.85,0.414,64,68,0.41,NULL,0.671,NULL,79.372413793103,13,NULL,22,NULL,15,6,80.6325484403515,20
2000,"Kansas ",fae4855b-1b64-4b40-a632-9ed345e1e952,33,20.23,9.03,0.788,82,69,0.502,NULL,0.659,NULL,86.169696969696,13,NULL,29,NULL,16,6,95.16106344071,23
2000,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,29,3.95,8.4,0.379,63,68,0.412,NULL,0.651,NULL,80.310344827586,12,NULL,25,NULL,15,5,78.4456848432806,21
2000,"Kent State ",3da4798c-2d58-4dac-b66e-ad145a91b544,34,8.69,1.44,0.706,70,62,0.429,NULL,0.763,NULL,75.25294117647,11,NULL,20,NULL,10,6,93.0196201047455,21
